,clust_to_rv,gene_name,ortho,cog,product,refseq,count,score,name_to_rv,pan
Cluster 4593,Rv1544,Rv1544,83332.Rv1544,S,hypothetical protein,X376_00100,1594,575.0,0,Core
Cluster 4594,Rv1927,Rv1927,83332.Rv1927,S,hypothetical protein,AP52_02113,1552,590.9,0,Acces
Cluster 4595,Rv1613,trpA,419947.MRA_1623,E,Tryptophan synthase alpha chain (EC 4.2.1.20),AM90_01573,1594,557.2,0,Core
Cluster 4596,0,0,0,0,Formate hydrogenlyase subunit 4,X138_02357,3,0.0,0,Uniq
Cluster 4597,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 4598,Rv0925c,Rv0925c,83332.Rv0925c,S,BRAMP,None,1595,581.9,0,Core
Cluster 4599,0,0,0,0,DNA topoisomerase I (EC 5.99.1.2),AO09_03490,1,0.0,0,Uniq
Cluster 46,0,0,0,0,PPE family protein,P939_00029,2,0.0,0,Uniq
Cluster 460,Rv1248c,Rv1248c,640132.Srot_0714,C,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) / 2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) @ 2-oxoglutarate decarboxylase (EC 4.1.1.71) @ 2-hydroxy-3-oxoadipate synthase (EC 2.2.1.5),AN41_01826,1595,1906.6,0,Core
Cluster 4600,Rv1709,scpA,419947.MRA_1719,S,Segregation and condensation protein A,Z578_00614,1593,594.6,0,Core
Cluster 4601,Rv2119,Rv2119,557599.MkanA1_010100018921,L,RecB family exonuclease,Z578_02147,1595,517.7,0,Core
Cluster 4602,Rv2133c,Rv2133c,419947.MRA_2147,S,Phosphatidylinositol 3-and 4-kinase family protein,Z578_02161,1595,599.1,0,Core
Cluster 4603,Rv2002,fabG3,1041522.MCOL_12543,S,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase (EC 1.1.1.53),Z578_03119,1593,485.9,0,Core
Cluster 4604,Rv1072,Rv1072,419947.MRA_1082,S,FIG00543890: possible membrane protein,Z578_03819,1595,580.3,0,Core
Cluster 4605,Rv3510c,Rv3510c,83332.Rv3510c,S,Amidohydrolase family protein,Z578_04040,1590,649.5,0,Core
Cluster 4606,Rv0625c,Rv0625c,469383.Cwoe_1052,S,putative membrane protein,BA31_00116,1590,96.7,0,Core
Cluster 4607,Rv1775,Rv1775,350054.Mflv_0511,S,hypothetical protein,P501_01836,1591,361.2,0,Core
Cluster 4608,Rv3623,lpqG,419947.MtubH3_010100011101,S,LpqG Protein,I097_03764,1595,564.3,0,Core
Cluster 4609,Rv1338,murI,419947.MRA_1346,M,Glutamate racemase (EC 5.1.1.3),AP21_01196,1595,587.4,0,Core
Cluster 461,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 4610,0,0,0,0,putative membrane protein,None,5,0.0,0,Acces
Cluster 4611,Rv2257c,Rv2257c,419947.MRA_2278,V,Beta-lactamase class C and other penicillin binding proteins,None,1593,607.3,0,Core
Cluster 4612,0,0,0,0,Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80),X080_03265,1,0.0,0,Uniq
Cluster 4613,0,0,0,0,Mobile element protein,P919_03466,1,0.0,0,Uniq
Cluster 4614,0,0,0,0,PE-PGRS family protein,X123_01109,2,0.0,0,Uniq
Cluster 4615,0,0,0,0,Acetohydroxy acid synthase,None,3,0.0,0,Uniq
Cluster 4616,Rv0852,fadD16,0,0,"Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16",None,1594,0.0,0,Core
Cluster 4617,Rv3842c,glpQ1,419947.MRA_3882,C,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),UDA_3842c,1594,617.8,RV3842C,Core
Cluster 4618,0,0,0,0,MCE-family protein MceF,None,2,0.0,0,Uniq
Cluster 4619,Rv1882c,Rv1882c,262316.MAP1605c,S,Probable short-chain type dehydrogenase/reductase (EC 1.1.-.-),Z578_01391,1594,511.1,0,Core
Cluster 462,Rv3447c,eccC4,247156.nfa8290,D,"FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4",W029_04016,1595,1088.2,0,Core
Cluster 4620,Rv2102,Rv2102,419947.MtubH3_010100001595,S,SWF/SNF family helicase,Z578_02132,1595,627.8,0,Core
Cluster 4621,Rv0347,Rv0347,1032480.MLP_53270,S,FIG047027: hypothetical protein,AL56_00362,1595,135.8,0,Core
Cluster 4622,0,0,0,0,Mobile element protein,CH87_01421,2,0.0,0,Uniq
Cluster 4623,Rv0208c,Rv0208c,419947.MRA_0216,C,tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33),None,1594,436.6,0,Core
Cluster 4624,Rv1403c,Rv1403c,216594.MMAR_2212,Q,Methyltransferase,None,1594,489.6,0,Core
Cluster 4625,0,0,0,0,"13E12 repeat family protein, HNH endonuclease domain",P950_04007,2,0.0,0,Uniq
Cluster 4626,0,0,0,0,putative membrane protein,X143_02660,2,0.0,0,Uniq
Cluster 4627,0,0,0,0,Sensory box/GGDEF family protein,None,2,0.0,0,Uniq
Cluster 4628,0,0,0,0,Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10),T566_04015,1,0.0,0,Uniq
Cluster 4629,Rv3766,Rv3766,419947.MtubH3_010100023920,S,hypothetical protein,N087_03452,1589,605.5,0,Core
Cluster 463,0,0,0,0,PE-PGRS family protein,W059_03971,1,0.0,0,Uniq
Cluster 4630,0,0,0,0,PE family protein,AL58_03199,2,0.0,0,Uniq
Cluster 4631,0,0,0,0,hypothetical protein,P449_02844,20,0.0,0,Acces
Cluster 4632,0,0,0,0,Vegetative cell wall protein gp1 precursor,None,1,0.0,0,Uniq
Cluster 4633,0,0,0,0,Diacyglycerol O-acyltransferase (EC 2.3.1.20),None,2,0.0,0,Uniq
Cluster 4634,0,0,0,0,Beta-carotene ketolase,P946_03795,1447,0.0,0,Acces
Cluster 4635,0,0,0,0,"RNA polymerase sigma-70 factor, ECF subfamily",P939_03894,2,0.0,0,Uniq
Cluster 4636,Rv0153c,ptbB,419947.MRA_0161,T,Protein tyrosine phosphatase (EC 3.1.3.48),Z578_00359,1594,596.2,0,Core
Cluster 4637,Rv1716,Rv1716,384765.SIAM614_29031,S,"Kynurenine formamidase, bacterial (EC 3.5.1.9)",Z578_00621,1594,341.4,0,Core
Cluster 4638,Rv2899c,fdhD,419947.MRA_2924,C,Formate dehydrogenase chain D (EC 1.2.1.2),Z578_00865,1595,593.1,0,Core
Cluster 4639,Rv2938,drrC,164757.Mjls_2858,V,"ATP-dependent efflux pump essential for phthiocerol dimycocerosates translocation, integral membrane protein DrrC-like",Z578_00905,1595,250.0,0,Core
Cluster 464,Rv1020,mfd,419947.MRA_1028,L,Transcription-repair coupling factor,Z578_02842,1595,2721.8,0,Core
Cluster 4640,Rv1225c,Rv1225c,83332.Rv1225c,G,"HAD-superfamily subfamily IIA hydrolase, hypothetical 2",Z578_01723,1595,617.1,0,Core
Cluster 4641,Rv1245c,Rv1245c,419947.MRA_1254,S,"Oxidoreductase, short-chain dehydrogenase/reductase family",Z578_01743,1594,592.3,0,Core
Cluster 4642,Rv3889c,espG2,0,0,hypothetical protein,Z578_02333,1578,0.0,0,Acces
Cluster 4643,0,0,0,0,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE22",None,5,0.0,0,Acces
Cluster 4644,0,0,0,0,2-methylcitrate dehydratase (EC 4.2.1.79),None,1,0.0,0,Uniq
Cluster 4645,Rv1040c,PE8,0,0,PE-PGRS family protein,None,1595,0.0,0,Core
Cluster 4646,0,BL03073,720555.BATR1942_01385,S,hypothetical protein,None,15,94.3,0,Acces
Cluster 4647,0,0,0,0,Enoyl-CoA hydratase EchA4 (EC 4.2.1.17),X089_00704,1,0.0,0,Uniq
Cluster 4648,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4649,0,0,0,0,PE-PGRS family protein,P971_03767,3,0.0,0,Uniq
Cluster 465,Rv1161,narG,419947.MRA_1172,C,Respiratory nitrate reductase alpha chain (EC 1.7.99.4),Z578_03144,1595,2911.1,0,Core
Cluster 4650,0,0,0,0,putative membrane protein,None,1,0.0,0,Uniq
Cluster 4651,Rv3594,Rv3594,246196.MSMEG_5315,M,Phage endolysin,Z578_00081,1587,228.5,0,Acces
Cluster 4652,Rv3608c,folP1,419947.MRA_3647,H,Dihydropteroate synthase (EC 2.5.1.15),Z578_00095,1595,582.1,0,Core
Cluster 4653,Rv0851c,Rv0851c,83332.Rv0851c,S,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),Z578_01017,1593,611.7,0,Core
Cluster 4654,Rv0422c,thiD,419947.MRA_0428,H,Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7),Z578_01456,1595,580.2,0,Core
Cluster 4655,Rv2769c,PE27,0,0,PE family protein,Z578_01651,1591,0.0,0,Core
Cluster 4656,Rv3079c,Rv3079c,557599.MkanA1_010100005130,S,Hydride transferase 1 (Fragment),Z578_01971,1594,538.5,0,Core
Cluster 4657,Rv0765c,Rv0765c,419947.MRA_0774,S,"Oxidoreductase, short-chain dehydrogenase/reductase family",Z578_03527,1592,597.0,0,Core
Cluster 4658,Rv2573,Rv2573,83332.Rv2573,H,2-dehydropantoate 2-reductase (EC 1.1.1.169),T594_01039,1595,605.3,0,Core
Cluster 4659,0,MKANA1_010100020860,557599.MkanA1_010100020860,M,PGL/p-HBAD biosynthesis glycosyltransferase,T594_01433,224,422.6,0,Acces
Cluster 466,0,0,0,0,PE-PGRS family protein,AL82_04071,1,0.0,0,Uniq
Cluster 4660,Rv0687,Rv0687,83332.Rv0687,"['I', 'Q']",3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),AL82_00716,1595,582.9,0,Core
Cluster 4661,Rv1428c,Rv1428c,83332.Rv1428c,I,Lysophospholipid Acyltransferases (LPLATs) of Glycerophospholipid Biosynthesis: MGAT-like,AL82_01488,1595,546.4,0,Core
Cluster 4662,Rv2880c,Rv2880c,262316.MAP2943c,J,23S rRNA (adenine(2503)-C(2))-methyltransferase & tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192),None,110,345.3,0,Acces
Cluster 4663,Rv1523,Rv1523,419947.MRA_1535,S,Fatty-acid O-methyltransferase (EC 2.1.1.15),X361_01587,1592,591.8,0,Core
Cluster 4664,0,0,0,0,PE-PGRS family protein,J112_02845,1,0.0,0,Uniq
Cluster 4665,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4666,0,0,0,0,Methyltransferase,None,1,0.0,0,Uniq
Cluster 4667,0,0,0,0,putative membrane protein,P935_02258,2,0.0,0,Uniq
Cluster 4668,Rv1680,Rv1680,83332.Rv1680,P,hypothetical protein,Z578_00584,1594,627.3,0,Core
Cluster 4669,Rv0707,rpsC,419947.MRA_0715,J,SSU ribosomal protein S3p (S3e),Z578_02069,1595,591.1,0,Core
Cluster 467,0,0,0,0,PE-PGRS family protein,X373_03485,2,0.0,0,Uniq
Cluster 4670,Rv1385,pyrF,419947.MRA_1394,F,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23),Z578_02384,1594,569.8,0,Core
Cluster 4671,Rv1405c,Rv1405c,216594.MMAR_2214,Q,Methyltransferase,Z578_02404,1595,510.8,0,Core
Cluster 4672,Rv1718,Rv1718,419947.MRA_1728,S,hypothetical protein,W067_01787,1577,584.4,0,Acces
Cluster 4673,0,0,0,0,ABC-type multidrug transport system ATP-binding component yhiH,None,2,0.0,0,Uniq
Cluster 4674,0,CELGI_0640,593907.Celgi_0640,S,alpha/beta hydrolase fold protein,P490_01241,34,95.1,0,Acces
Cluster 4675,0,0,0,0,PE-PGRS family protein,AN40_02432,3,0.0,0,Uniq
Cluster 4676,0,0,0,0,putative exported protein,J112_06020,1,0.0,0,Uniq
Cluster 4677,0,0,0,0,PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN,AO71_02274,1,0.0,0,Uniq
Cluster 4678,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4679,0,0,0,0,Putative lipoprotein lppW precursor,None,1,0.0,0,Uniq
Cluster 468,0,0,0,0,PE-PGRS family protein,V741_03984,1,0.0,0,Uniq
Cluster 4680,0,0,0,0,"L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3) / Lysyl-tRNA synthetase (class II) (EC 6.1.1.6), L-O-lysylphosphatidylglycerol synthetase specific",None,1,0.0,0,Uniq
Cluster 4681,Rv3672c,Rv3672c,419947.MRA_3707,L,Uncharacterized Nudix hydrolase NudL,Z578_00161,1594,599.5,0,Core
Cluster 4682,Rv3781,rfbE,419947.MRA_3821,P,"ABC O-antigen transporter, ATP-binding component",Z578_00283,1593,601.4,0,Core
Cluster 4683,Rv0249c,Rv0249c,83332.Rv0249c,S,putative succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase),Z578_00460,1594,642.8,0,Core
Cluster 4684,Rv2498c,citE,419947.MRA_2524,G,Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4),Z578_02271,1595,575.2,0,Core
Cluster 4685,Rv2622,Rv2622,216594.MMAR_2078,Q,Methyltransferase,Z578_03682,1595,462.6,0,Core
Cluster 4686,Rv1501,Rv1501,419947.MRA_1512,Q,FIG027348: hypothetical protein,T594_01885,1594,615.6,0,Core
Cluster 4687,Rv3587c,Rv3587c,419947.MRA_3626,S,FIG00820636: hypothetical protein,X134_01767,1593,577.6,0,Core
Cluster 4688,0,0,0,0,Type VII secretion-associated serine protease mycosin,None,1,0.0,0,Uniq
Cluster 4689,0,0,0,0,"Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD6",None,1,0.0,0,Uniq
Cluster 469,0,0,0,0,hypothetical protein,MT7199_3540,1,0.0,0,Uniq
Cluster 4690,0,RV2108,83332.Rv2108,S,PPE family protein,T593_02207,45,92.9,0,Acces
Cluster 4691,0,0,0,0,hypothetical protein,AM17_04080,1,0.0,0,Uniq
Cluster 4692,0,0,0,0,PE-PGRS family protein,X181_01522,2,0.0,0,Uniq
Cluster 4693,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4694,0,0,0,0,hypothetical protein,W079_01936,1,0.0,0,Uniq
Cluster 4695,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4696,0,0,0,0,FIG00822685: hypothetical protein,None,1,0.0,0,Uniq
Cluster 4697,0,0,0,0,Polyketide synthase,None,1,0.0,0,Uniq
Cluster 4698,Rv3600c,Rv3600c,419947.MRA_3639,K,"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",Z578_00087,1595,589.4,0,Core
Cluster 4699,Rv2300c,Rv2300c,83332.Rv2300c,S,hypothetical protein,Z578_00795,1593,601.9,0,Core
Cluster 47,0,0,0,0,PPE family protein,P975_02048,1,0.0,0,Uniq
Cluster 470,0,0,0,0,PPE family protein,AL53_01961,1,0.0,0,Uniq
Cluster 4700,Rv3277,Rv3277,419947.MRA_3318,S,hypothetical protein,Z578_01245,1595,599.5,0,Core
Cluster 4701,Rv2750,Rv2750,419947.MRA_2775,S,Dehydrogenase,Z578_01632,1595,588.9,0,Core
Cluster 4702,Rv2398c,cysW,419947.MRA_2422,P,Sulfate transport system permease protein CysW,Z578_02640,1595,568.2,0,Core
Cluster 4703,Rv1366,Rv1366,83332.Rv1366,S,GTP pyrophosphokinase (EC 2.7.6.5),AM55_03309,1594,584.2,0,Core
Cluster 4704,0,0,0,0,FIG00825170: hypothetical protein,None,3,0.0,0,Uniq
Cluster 4705,Rv3387,Rv3387,419947.MRA_3427,L,Transposase,Z540_04068,1593,496.8,0,Core
Cluster 4706,Rv2235,Rv2235,419947.MRA_2254,S,"Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion",Q624_01333,1594,605.2,0,Core
Cluster 4707,0,0,0,0,hypothetical protein,None,27,0.0,0,Acces
Cluster 4708,Rv0406c,Rv0406c,419947.MRA_0412,S,Metallo-beta-lactamase superfamily protein,Rv0406c,21,570.7,0,Acces
Cluster 4709,Rv0241c,htdX,0,0,Probable (3R)-hydroxyacyl-CoA dehydratase HtdX,MT7199_0246,2,0.0,RV0241C,Uniq
Cluster 471,0,0,0,0,PE-PGRS family protein,AP26_01887,2,0.0,0,Uniq
Cluster 4710,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4711,0,0,0,0,POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE),X181_03343,2,0.0,0,Uniq
Cluster 4712,0,0,0,0,POSSIBLE MALONYL COA-ACYL CARRIER PROTEIN TRANSACYLASE FABD2 (MCT) (EC 2.3.1.39),None,1,0.0,0,Uniq
Cluster 4713,0,0,0,0,PE-PGRS family protein,X081_01870,1,0.0,0,Uniq
Cluster 4714,Rv2237,Rv2237,234621.RER_55080,S,hypothetical protein Rv2237,Z578_00730,1595,277.8,0,Core
Cluster 4715,Rv2889c,tsf,83332.Rv2889c,J,Translation elongation factor Ts,Z578_00855,1595,550.9,0,Core
Cluster 4716,Rv1433,Rv1433,83332.Rv1433,S,putative lipoprotein,Z578_02432,1595,604.4,0,Core
Cluster 4717,Rv1965,yrbE3B,262316.MAP3603,Q,Conserved hypothetical integral membrane protein YrbEb,W029_00508,1594,285.6,0,Core
Cluster 4718,Rv1141c,echA11,83332.Rv1141c,I,Enoyl-CoA hydratase (EC 4.2.1.17),BA31_02335,1595,554.3,0,Core
Cluster 4719,0,0,0,0,"L-gulono-1,4-lactone oxidase (EC 1.1.3.8)",J114_09455,1,0.0,0,Uniq
Cluster 472,Rv0266c,oplA,1133850.SHJG_2818,"['E', 'Q']",N-methylhydantoinase A (EC 3.5.2.14) / N-methylhydantoinase B (EC 3.5.2.14),Z578_00477,1591,2049.7,0,Core
Cluster 4720,0,0,0,0,Haloalkane dehalogenase (EC 3.8.1.5),BA03_01788,1,0.0,0,Uniq
Cluster 4721,Rv1980c,mpt64,0,0,hypothetical protein,None,1593,0.0,0,Core
Cluster 4722,0,0,0,0,hypothetical protein,AO44_03379,1,0.0,0,Uniq
Cluster 4723,Rv1604,impA,419947.MRA_1614,G,Histidinol-phosphatase [alternative form] (EC 3.1.3.15),Z578_00506,1594,582.3,0,Core
Cluster 4724,Rv1714,Rv1714,983545.Glaag_2472,S,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Z578_00619,1593,279.6,0,Core
Cluster 4725,Rv2743c,Rv2743c,419947.MRA_2769,S,hypothetical protein,Z578_01625,1593,567.1,0,Core
Cluster 4726,Rv2744c,35kd_ag,83332.Rv2744c,"['K', 'T']","Phage shock protein A (IM30), suppresses sigma54-dependent transcription",Z578_01626,1593,543.5,0,Core
Cluster 4727,Rv2813,Rv2813,419947.MRA_2837,U,"Type II secretory pathway, component ExeA",Z578_01696,1586,590.7,0,Acces
Cluster 4728,0,0,0,0,PPE family protein,BA61_03014,1,0.0,0,Uniq
Cluster 4729,0,COMEC,557599.MkanA1_010100016012,S,DNA internalization-related competence protein ComEC/Rec2,AJ38_03751,30,371.6,0,Acces
Cluster 473,0,0,0,0,PPE family protein,G064_05607,1,0.0,0,Uniq
Cluster 4730,0,0,0,0,Vegetative cell wall protein gp1 precursor,None,2,0.0,0,Uniq
Cluster 4731,Rv0971c,echA7,419947.MRA_0978,I,Methylglutaconyl-CoA hydratase (EC 4.2.1.18),P469_01014,1592,570.7,0,Core
Cluster 4732,0,0,0,0,Lipoprotein LpqQ,P931_01298,21,0.0,0,Acces
Cluster 4733,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4734,0,PATB,419947.MRA_0077,E,"Cystathionine beta-lyase, type II (EC 4.4.1.8)",AP29_02514,78,122.5,0,Acces
Cluster 4735,0,0,0,0,Amino acid permease,None,1,0.0,0,Uniq
Cluster 4736,Rv3294c,Rv3294c,1032480.MLP_05470,S,hypothetical protein,Z578_01262,1590,281.3,0,Core
Cluster 4737,Rv1964,yrbE3A,710685.MycrhN_2335,Q,Conserved hypothetical integral membrane protein YrbEa,Z578_03077,1593,297.7,0,Core
Cluster 4738,Rv1484,inhA,419947.MRA_1494,I,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Z578_03387,1594,591.3,0,Core
Cluster 4739,Rv0792c,Rv0792c,262316.MAP0628c,K,"Transcriptional regulator, GntR family",Z578_03554,1582,404.0,0,Acces
Cluster 474,0,RV1753C,83332.Rv1753c,N,PPE family protein,HKBT2_1856,16,2277.5,0,Acces
Cluster 4740,Rv1022,lpqU,419947.MRA_1030,M,Lipoprotein LpqU,AP52_03791,1594,548.3,0,Core
Cluster 4741,0,0,0,0,A/G-specific adenine glycosylase (EC 3.2.2.-),AO84_00076,1,0.0,0,Uniq
Cluster 4742,0,0,0,0,FIG00820201: hypothetical protein,None,2,0.0,0,Uniq
Cluster 4743,0,0,0,0,Two-component system response regulator TcrX,None,3,0.0,0,Uniq
Cluster 4744,0,0,0,0,PE family protein,X125_01302,4,0.0,0,Uniq
Cluster 4745,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 4746,Rv2108,PPE36,83332.Rv2108,S,PPE family protein,X093_02200,1578,549.6,0,Acces
Cluster 4747,0,0,0,0,PE-PGRS family protein,AP31_00490,5,0.0,0,Acces
Cluster 4748,0,0,0,0,POSSIBLE MALONYL COA-ACYL CARRIER PROTEIN TRANSACYLASE FABD2 (MCT) (EC 2.3.1.39),V196_01400,1,0.0,0,Uniq
Cluster 4749,0,0,0,0,YkuD domain-containing hypothetical lipoprotein,None,3,0.0,0,Uniq
Cluster 475,Rv2922c,smc,419947.MRA_2947,D,Chromosome partition protein smc,Z578_00888,1594,2480.0,0,Core
Cluster 4750,0,0,0,0,FIG029924: hypothetical protein,X157_01868,1,0.0,0,Uniq
Cluster 4751,0,0,0,0,putative membrane protein,P968_03365,1,0.0,0,Uniq
Cluster 4752,0,0,0,0,Aldehyde dehydrogenase (EC 1.2.1.3),X081_00231,1,0.0,0,Uniq
Cluster 4753,Rv3474,Rv3474,83332.Rv0795,L,Mobile element protein,V972_00851,1528,222.6,0,Acces
Cluster 4754,0,0,0,0,Ribonuclease J2 (endoribonuclease in RNA processing),None,1,0.0,0,Uniq
Cluster 4755,0,0,0,0,PE-PGRS family protein,W054_01109,1,0.0,0,Uniq
Cluster 4756,Rv1648,Rv1648,710685.MycrhN_4654,S,Putative transmembrane protein,Z578_00552,1594,253.7,0,Core
Cluster 4757,Rv3307,deoD,419947.MRA_3348,F,Purine nucleoside phosphorylase (EC 2.4.2.1),Z578_01275,1595,561.3,0,Core
Cluster 4758,Rv2464c,Rv2464c,419947.MRA_2490,L,Endonuclease VIII,Z578_02237,1592,625.7,0,Core
Cluster 4759,Rv2509,Rv2509,419947.MRA_2535,S,Short-chain dehydrogenase/reductase SDR,Z578_02282,1595,564.5,0,Core
Cluster 476,0,0,0,0,PE-PGRS family protein,T559_04036,1,0.0,0,Uniq
Cluster 4760,Rv1142c,echA10,419947.MRA_1152,I,Enoyl-CoA hydratase (EC 4.2.1.17),Z578_03287,1595,563.2,0,Core
Cluster 4761,Rv2928,tesA,83332.Rv2928,Q,putative thioesterase,J114_15635,1589,606.9,0,Core
Cluster 4762,Rv0941c,Rv0941c,419947.MRA_0949,S,hypothetical protein,None,1595,529.6,0,Core
Cluster 4763,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 4764,0,0,0,0,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE18",AL58_01991,1,0.0,0,Uniq
Cluster 4765,0,0,0,0,O-Methyltransferase involved in polyketide biosynthesis,None,1,0.0,0,Uniq
Cluster 4766,0,0,0,0,alpha/beta hydrolase fold protein,N086_01240,1,0.0,0,Uniq
Cluster 4767,0,0,0,0,"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",None,1,0.0,0,Uniq
Cluster 4768,Rv2054,Rv2054,419947.MRA_2069,Q,Dienelactone hydrolase family protein,None,1594,538.7,0,Core
Cluster 4769,Rv1605,hisF,557599.MkanA1_010100001585,E,Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-),AJ41_01292,1594,502.8,0,Core
Cluster 477,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 4770,Rv3338,Rv3338,272631.ML0685,S,Alpha/beta hydrolase family,AN99_03182,1590,316.5,0,Core
Cluster 4771,0,0,0,0,PE-PGRS family protein,None,7,0.0,0,Acces
Cluster 4772,Rv0653c,Rv0653c,419947.MRA_0664,K,"Transcriptional regulator, AcrR family",W060_00683,1594,500.7,0,Core
Cluster 4773,0,0,0,0,hypothetical protein,P912_03331,2,0.0,0,Uniq
Cluster 4774,Rv1100,Rv1100,419947.MRA_1111,S,putative membrane protein,G063_05071,1588,527.1,0,Acces
Cluster 4775,0,0,0,0,"Transcriptional regulator, AcrR family",X219_00284,3,0.0,0,Uniq
Cluster 4776,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 4777,Rv1675c,cmr,83332.Rv1675c,K,"Transcriptional regulator, Crp/Fnr family",None,1588,305.0,0,Acces
Cluster 4778,Rv0695,Rv0695,419947.MRA_0703,S,Cyclic amid hydrolase in mycofactocin cluster,AO44_00740,1595,494.5,0,Core
Cluster 4779,0,0,0,0,hypothetical protein,BA37_04030,1,0.0,0,Uniq
Cluster 478,Rv2062c,cobN,83332.Rv2062c,H,Uncharacterized protein MJ1441,G066_06051,1589,2723.6,0,Core
Cluster 4780,Rv3213c,Rv3213c,419947.MRA_3252,D,ParA-like membrane-associated ATPase,Z578_01178,1595,572.5,0,Core
Cluster 4781,Rv3279c,birA,419947.MRA_3320,H,Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15),Z578_01247,1595,561.7,0,Core
Cluster 4782,Rv0734,mapA,419947.MRA_0742,J,Methionine aminopeptidase (EC 3.4.11.18),Z578_02097,1595,541.4,0,Core
Cluster 4783,Rv1463,Rv1463,419947.MRA_1472,O,Iron-sulfur cluster assembly ATPase protein SufC,Z578_03365,1592,587.5,0,Core
Cluster 4784,Rv3658c,Rv3658c,419947.MRA_3692,U,FIG016317: Probable conserved transmembrane protein,T594_03592,1594,530.8,0,Core
Cluster 4785,0,0,0,0,Dehydrogenase,AM30_01499,1,0.0,0,Uniq
Cluster 4786,0,0,0,0,Putative uncharacterized protein BCG_3873,None,1,0.0,0,Uniq
Cluster 4787,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 4788,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4789,0,0,0,0,hypothetical protein,FJ05194_4141,1,0.0,0,Uniq
Cluster 479,0,0,0,0,PE-PGRS family protein,P476_00600,3,0.0,0,Uniq
Cluster 4790,0,HYPB,557599.MkanA1_010100019361,"['K', 'O']",NADPH-dependent mycothiol reductase Mtr,AJ02_01279,1595,154.3,0,Core
Cluster 4791,Rv0167,yrbE1A,83332.Rv0167,Q,Conserved hypothetical integral membrane protein YrbEa,Z578_00374,1594,548.6,0,Core
Cluster 4792,Rv2702,ppgK,419947.MRA_2730,G,Polyphosphate glucokinase (EC 2.7.1.63),Z578_01583,1595,578.2,0,Core
Cluster 4793,Rv0686,Rv0686,419947.MRA_0695,S,FIG025093: Probable membrane protein,Z578_02047,1592,557.1,0,Core
Cluster 4794,Rv3821,Rv3821,0,0,hypothetical protein,Z578_03032,1480,0.0,0,Acces
